season,season_end_year,player_name,team,games_played,minutes_played,pts,trb,ast,stl,blk,fg_pct,fg3_pct,ft_pct,player_key,last_updated_utc
2025-26,2026,Jaxson Hayes,LAL,66,18.3,7.5,4.1,0.9,0.4,0.8,0.756,1.0,0.653,jaxson_hayes,2026-04-07T17:04:13Z
2025-26,2026,Jay Huff,IND,78,20.8,9.4,3.8,1.4,0.5,1.8,0.472,0.317,0.819,jay_huff,2026-04-07T17:04:13Z
2025-26,2026,Jaylen Brown,BOS,69,34.4,28.7,7.0,5.2,1.0,0.4,0.476,0.345,0.795,jaylen_brown,2026-04-07T17:04:13Z
2025-26,2026,Jaylen Wells,MEM,69,26.4,12.5,3.2,1.6,0.9,0.1,0.431,0.353,0.784,jaylen_wells,2026-04-07T17:04:13Z
2025-26,2026,Jaylin Williams,OKC,63,19.8,7.4,5.5,2.4,0.5,0.7,0.422,0.383,0.793,jaylin_williams,2026-04-07T17:04:13Z
2025-26,2026,Jaylon Tyson,CLE,64,27.0,13.1,5.1,2.2,0.8,0.4,0.496,0.455,0.743,jaylon_tyson,2026-04-07T17:04:13Z
2025-26,2026,Jayson Tatum,BOS,14,31.7,21.5,10.1,5.2,1.4,0.1,0.412,0.333,0.828,jayson_tatum,2026-04-07T17:04:13Z
2025-26,2026,Jerami Grant,POR,57,29.7,18.6,3.5,2.1,0.7,0.6,0.453,0.389,0.814,jerami_grant,2026-04-07T17:04:13Z
2025-26,2026,Jeremiah Fears,NOP,79,25.2,13.4,3.6,3.3,1.1,0.4,0.429,0.342,0.787,jeremiah_fears,2026-04-07T17:04:13Z
2025-26,2026,Jeremiah Robinson-Earl,DAL,22,16.4,4.6,4.7,0.7,0.4,0.0,0.37,0.244,0.944,jeremiah_robinsonearl,2026-04-07T17:04:13Z
2025-26,2026,Jericho Sims,MIL,63,18.7,4.5,5.3,1.3,0.2,0.2,0.796,0.0,0.614,jericho_sims,2026-04-07T17:04:13Z
2025-26,2026,Jevon Carter,ORL,50,16.3,6.4,1.7,1.7,0.8,0.2,0.39,0.351,0.789,jevon_carter,2026-04-07T17:04:13Z
2025-26,2026,Jimmy Butler III,GSW,38,31.1,20.0,5.6,4.9,1.4,0.2,0.519,0.376,0.864,jimmy_butler,2026-04-07T17:04:13Z
2025-26,2026,Jock Landale,ATL,68,22.1,10.6,5.7,1.7,0.5,0.5,0.515,0.383,0.635,jock_landale,2026-04-07T17:04:13Z
2025-26,2026,Joel Embiid,PHI,38,31.6,26.9,7.7,3.9,0.6,1.2,0.489,0.333,0.854,joel_embiid,2026-04-07T17:04:13Z
2025-26,2026,John Collins,LAC,65,27.4,13.7,5.2,1.0,0.9,0.7,0.556,0.418,0.786,john_collins,2026-04-07T17:04:13Z
2025-26,2026,John Konchar,UTA,53,19.1,4.2,4.0,1.8,1.4,0.6,0.469,0.275,0.7,john_konchar,2026-04-07T17:04:13Z
2025-26,2026,John Poulakidas,DAL,9,15.5,5.4,2.2,0.7,0.4,0.0,0.386,0.342,1.0,john_poulakidas,2026-04-07T17:04:13Z
2025-26,2026,Johnny Furphy,IND,35,18.4,5.1,4.4,1.2,0.6,0.2,0.47,0.324,0.486,johnny_furphy,2026-04-07T17:04:13Z
2025-26,2026,Jonathan Kuminga,ATL,34,22.8,11.7,5.6,2.3,0.6,0.3,0.463,0.359,0.719,jonathan_kuminga,2026-04-07T17:04:13Z
2025-26,2026,Jordan Clarkson,NYK,69,17.8,8.7,1.8,1.3,0.4,0.1,0.451,0.332,0.826,jordan_clarkson,2026-04-07T17:04:13Z
2025-26,2026,Jordan Goodwin,PHX,68,22.6,8.7,4.9,2.2,1.5,0.2,0.41,0.363,0.696,jordan_goodwin,2026-04-07T17:04:13Z
2025-26,2026,Jordan Miller,LAC,56,21.7,9.8,3.0,2.2,0.8,0.2,0.527,0.34,0.764,jordan_miller,2026-04-07T17:04:13Z
2025-26,2026,Jordan Poole,NOP,37,23.6,12.9,1.9,3.0,0.5,0.4,0.365,0.326,0.876,jordan_poole,2026-04-07T17:04:13Z
2025-26,2026,Jordan Walsh,BOS,64,17.5,5.2,4.0,0.8,0.7,0.5,0.512,0.384,0.755,jordan_walsh,2026-04-07T17:04:13Z
2025-26,2026,Jose Alvarado,NYK,67,19.7,7.2,2.4,3.4,1.0,0.1,0.415,0.349,0.8,jose_alvarado,2026-04-07T17:04:13Z
2025-26,2026,Josh Giddey,CHI,54,32.1,17.0,8.3,9.1,1.0,0.5,0.448,0.364,0.763,josh_giddey,2026-04-07T17:04:13Z
2025-26,2026,Josh Green,CHA,55,16.0,4.4,1.8,0.9,0.6,0.1,0.458,0.418,0.893,josh_green,2026-04-07T17:04:13Z
2025-26,2026,Josh Hart,NYK,64,30.1,11.9,7.5,4.9,1.1,0.3,0.506,0.406,0.723,josh_hart,2026-04-07T17:04:13Z
2025-26,2026,Josh Minott,BKN,49,17.0,7.4,3.2,0.9,0.9,0.5,0.5,0.418,0.787,josh_minott,2026-04-07T17:04:13Z
2025-26,2026,Josh Okogie,HOU,74,17.2,4.6,2.4,0.8,0.8,0.2,0.438,0.397,0.585,josh_okogie,2026-04-07T17:04:13Z
2025-26,2026,Jrue Holiday,POR,50,29.3,16.4,4.5,6.2,1.1,0.1,0.455,0.39,0.83,jrue_holiday,2026-04-07T17:04:13Z
2025-26,2026,Julian Champagnie,SAS,79,27.7,11.2,5.8,1.5,0.8,0.4,0.437,0.384,0.841,julian_champagnie,2026-04-07T17:04:13Z
2025-26,2026,Julian Reese,WAS,9,30.2,10.8,11.3,1.8,1.1,0.3,0.548,0.0,0.586,julian_reese,2026-04-07T17:04:13Z
2025-26,2026,Julius Randle,MIN,78,33.1,21.1,6.8,5.1,1.1,0.2,0.482,0.313,0.8,julius_randle,2026-04-07T17:04:13Z
2025-26,2026,Justin Champagnie,WAS,66,19.7,8.6,5.5,1.2,0.8,0.6,0.514,0.327,0.784,justin_champagnie,2026-04-07T17:04:13Z
2025-26,2026,Justin Edwards,PHI,61,15.2,6.0,1.5,1.3,0.8,0.2,0.45,0.365,0.846,justin_edwards,2026-04-07T17:04:13Z
2025-26,2026,Jusuf Nurkić,UTA,41,26.4,10.9,10.4,4.8,1.3,0.5,0.503,0.352,0.549,jusuf_nurkic,2026-04-07T17:04:13Z
2025-26,2026,Kam Jones,IND,33,16.1,4.3,1.5,3.1,0.5,0.0,0.413,0.292,0.5,kam_jones,2026-04-07T17:04:13Z
2025-26,2026,Karl-Anthony Towns,NYK,73,31.0,20.1,11.9,3.0,0.9,0.5,0.499,0.37,0.855,karlanthony_towns,2026-04-07T17:04:13Z
2025-26,2026,Kasparas Jakučionis,MIA,49,17.8,6.2,2.6,2.6,0.6,0.1,0.424,0.418,0.883,kasparas_jakucionis,2026-04-07T17:04:13Z
2025-26,2026,Kawhi Leonard,LAC,62,32.1,28.0,6.3,3.6,1.9,0.4,0.505,0.384,0.9,kawhi_leonard,2026-04-07T17:04:13Z
2025-26,2026,Keegan Murray,SAC,23,34.5,14.0,5.7,1.7,1.0,1.6,0.42,0.277,0.776,keegan_murray,2026-04-07T17:04:13Z
2025-26,2026,Kel'el Ware,MIA,73,22.3,11.1,9.1,0.7,0.8,1.1,0.529,0.384,0.755,kelel_ware,2026-04-07T17:04:13Z
2025-26,2026,Keldon Johnson,SAS,79,23.3,13.0,5.3,1.4,0.6,0.1,0.52,0.369,0.793,keldon_johnson,2026-04-07T17:04:13Z
2025-26,2026,Kelly Oubre Jr.,PHI,47,31.8,14.1,5.0,1.6,1.2,0.5,0.463,0.364,0.761,kelly_oubre,2026-04-07T17:04:13Z
2025-26,2026,Kennedy Chandler,UTA,9,30.1,12.0,2.8,6.2,0.8,0.2,0.394,0.321,0.677,kennedy_chandler,2026-04-07T17:04:13Z
2025-26,2026,Kentavious Caldwell-Pope,MEM,51,21.3,8.4,2.5,2.7,0.8,0.2,0.41,0.316,0.913,kentavious_caldwellpope,2026-04-07T17:04:13Z
2025-26,2026,Keon Ellis,CLE,70,20.5,6.8,1.9,1.0,1.2,0.6,0.444,0.367,0.721,keon_ellis,2026-04-07T17:04:13Z
2025-26,2026,Kevin Durant,HOU,75,36.4,25.9,5.4,4.8,0.8,0.9,0.519,0.41,0.877,kevin_durant,2026-04-07T17:04:13Z
2025-26,2026,Kevin Huerter,DET,67,22.6,10.0,3.5,2.6,0.9,0.5,0.451,0.305,0.768,kevin_huerter,2026-04-07T17:04:13Z
2025-26,2026,Kevin Love,UTA,37,16.6,6.7,5.8,1.8,0.4,0.2,0.397,0.373,0.841,kevin_love,2026-04-07T17:04:13Z
2025-26,2026,Kevin Porter Jr.,MIL,38,33.2,17.4,5.2,7.4,2.2,0.5,0.465,0.322,0.878,kevin_porter,2026-04-07T17:04:13Z
2025-26,2026,Keyonte George,UTA,54,33.1,23.6,3.7,6.1,1.1,0.3,0.456,0.371,0.892,keyonte_george,2026-04-07T17:04:13Z
2025-26,2026,Khris Middleton,DAL,59,23.2,10.4,3.8,2.8,0.7,0.2,0.422,0.356,0.867,khris_middleton,2026-04-07T17:04:13Z
2025-26,2026,Killian Hayes,SAC,20,16.5,4.7,2.4,3.6,0.7,0.2,0.289,0.245,0.938,killian_hayes,2026-04-07T17:04:13Z
2025-26,2026,Klay Thompson,DAL,67,21.8,11.7,2.1,1.4,0.5,0.3,0.397,0.388,0.756,klay_thompson,2026-04-07T17:04:13Z
2025-26,2026,Kobe Brown,IND,58,15.3,5.6,2.9,1.3,0.3,0.2,0.466,0.37,0.804,kobe_brown,2026-04-07T17:04:13Z
2025-26,2026,Kobe Sanders,LAC,64,19.8,7.1,2.2,1.6,0.7,0.1,0.463,0.408,0.803,kobe_sanders,2026-04-07T17:04:13Z
2025-26,2026,Kon Knueppel,CHA,78,31.5,18.7,5.3,3.4,0.7,0.2,0.481,0.43,0.862,kon_knueppel,2026-04-07T17:04:13Z
2025-26,2026,Kris Dunn,LAC,78,27.3,7.5,3.3,3.6,1.6,0.2,0.483,0.382,0.765,kris_dunn,2026-04-07T17:04:13Z
2025-26,2026,Kris Murray,POR,54,23.5,5.7,3.6,1.4,0.9,0.4,0.457,0.265,0.698,kris_murray,2026-04-07T17:04:13Z
2025-26,2026,Kristaps Porziņģis,GSW,30,24.0,17.0,5.1,2.6,0.6,1.2,0.451,0.346,0.839,kristaps_porzingis,2026-04-07T17:04:13Z
2025-26,2026,Kyle Anderson,MIN,40,19.5,5.9,3.4,2.8,1.0,0.6,0.522,0.4,0.705,kyle_anderson,2026-04-07T17:04:13Z
2025-26,2026,Kyle Filipowski,UTA,76,23.5,11.4,7.2,2.5,1.0,0.5,0.494,0.326,0.748,kyle_filipowski,2026-04-07T17:04:13Z
2025-26,2026,Kyle Kuzma,MIL,68,26.2,13.1,4.6,2.6,0.7,0.4,0.491,0.345,0.724,kyle_kuzma,2026-04-07T17:04:13Z
2025-26,2026,Kyshawn George,WAS,48,29.0,14.8,5.1,4.5,1.0,0.9,0.438,0.381,0.802,kyshawn_george,2026-04-07T17:04:13Z
2025-26,2026,LJ Cryer,GSW,17,16.3,8.2,1.6,0.9,0.1,0.0,0.396,0.393,0.895,lj_cryer,2026-04-07T17:04:13Z
2025-26,2026,LaMelo Ball,CHA,69,27.8,19.8,4.8,7.2,1.2,0.2,0.406,0.368,0.892,lamelo_ball,2026-04-07T17:04:13Z
2025-26,2026,Landry Shamet,NYK,49,22.9,9.5,1.8,1.4,0.6,0.2,0.439,0.392,0.711,landry_shamet,2026-04-07T17:04:13Z
2025-26,2026,Lauri Markkanen,UTA,42,34.3,26.7,6.9,2.1,1.0,0.5,0.477,0.355,0.896,lauri_markkanen,2026-04-07T17:04:13Z
2025-26,2026,LeBron James,LAL,57,33.5,20.8,6.1,7.1,1.1,0.6,0.512,0.309,0.738,lebron_james,2026-04-07T17:04:13Z
2025-26,2026,Leaky Black,WAS,11,29.7,7.4,5.3,1.6,1.1,0.6,0.423,0.412,0.875,leaky_black,2026-04-07T17:04:13Z
2025-26,2026,Lonzo Ball,CLE,35,20.8,4.6,4.0,3.9,1.3,0.3,0.301,0.272,0.667,lonzo_ball,2026-04-07T17:04:13Z
2025-26,2026,Luguentz Dort,OKC,65,27.2,8.5,3.7,1.2,0.8,0.4,0.385,0.342,0.759,luguentz_dort,2026-04-07T17:04:13Z
2025-26,2026,Luka Dončić,LAL,64,35.8,33.5,7.7,8.3,1.6,0.5,0.476,0.366,0.78,luka_doncic,2026-04-07T17:04:13Z
2025-26,2026,Luka Garza,BOS,67,15.9,7.7,3.9,0.9,0.4,0.4,0.583,0.441,0.764,luka_garza,2026-04-07T17:04:13Z
2025-26,2026,Luke Kennard,LAL,74,21.4,8.2,2.4,2.1,0.6,0.1,0.532,0.481,0.931,luke_kennard,2026-04-07T17:04:13Z
2025-26,2026,Luke Kornet,SAS,66,21.0,6.5,6.1,1.8,0.4,1.0,0.64,0.0,0.825,luke_kornet,2026-04-07T17:04:13Z
2025-26,2026,Malachi Smith,BKN,11,18.5,6.8,2.3,2.1,1.0,0.4,0.492,0.462,1.0,malachi_smith,2026-04-07T17:04:13Z
2025-26,2026,Malik Monk,SAC,60,22.4,12.6,1.9,3.1,0.6,0.4,0.435,0.392,0.879,malik_monk,2026-04-07T17:04:13Z
2025-26,2026,Marcus Smart,LAL,60,28.7,9.5,2.8,2.8,1.4,0.4,0.399,0.336,0.816,marcus_smart,2026-04-07T17:04:13Z
2025-26,2026,Mark Williams,PHX,58,23.6,11.6,8.0,1.0,0.9,0.9,0.639,1.0,0.77,mark_williams,2026-04-07T17:04:13Z
2025-26,2026,Marvin Bagley III,DAL,57,20.0,10.2,6.1,1.4,0.5,0.7,0.616,0.465,0.652,marvin_bagley,2026-04-07T17:04:13Z
2025-26,2026,Matas Buzelis,CHI,76,29.2,16.3,5.8,2.0,0.7,1.5,0.465,0.356,0.787,matas_buzelis,2026-04-07T17:04:13Z
2025-26,2026,Matisse Thybulle,POR,27,15.9,6.0,2.1,1.0,2.0,0.5,0.45,0.412,0.87,matisse_thybulle,2026-04-07T17:04:13Z
2025-26,2026,Max Christie,DAL,73,29.3,12.2,3.3,2.0,0.6,0.3,0.443,0.404,0.893,max_christie,2026-04-07T17:04:13Z
2025-26,2026,Max Strus,CLE,9,25.1,12.7,6.0,2.2,0.3,0.0,0.481,0.448,0.75,max_strus,2026-04-07T17:04:13Z
2025-26,2026,Maxime Raynaud,SAC,71,26.2,12.1,7.5,1.3,0.5,0.5,0.567,0.292,0.782,maxime_raynaud,2026-04-07T17:04:13Z
2025-26,2026,Micah Potter,IND,43,18.7,9.3,4.5,1.5,0.4,0.3,0.516,0.434,0.87,micah_potter,2026-04-07T17:04:13Z
2025-26,2026,Michael Porter Jr.,BKN,52,32.5,24.2,7.1,3.0,1.1,0.3,0.463,0.363,0.859,michael_porter,2026-04-07T17:04:13Z
2025-26,2026,Mikal Bridges,NYK,79,33.3,14.7,3.9,3.7,1.3,0.8,0.488,0.369,0.825,mikal_bridges,2026-04-07T17:04:13Z
2025-26,2026,Mike Conley,MIN,52,18.2,4.4,1.7,2.9,0.6,0.3,0.32,0.321,0.9,mike_conley,2026-04-07T17:04:13Z
2025-26,2026,Miles Bridges,CHA,74,31.2,17.4,5.8,3.2,0.6,0.4,0.46,0.336,0.831,miles_bridges,2026-04-07T17:04:13Z
2025-26,2026,Miles McBride,NYK,39,26.6,11.9,2.5,2.6,0.8,0.2,0.422,0.412,0.814,miles_mcbride,2026-04-07T17:04:13Z
2025-26,2026,Mitchell Robinson,NYK,59,19.6,5.6,8.8,0.9,0.9,1.2,0.723,0.0,0.406,mitchell_robinson,2026-04-07T17:04:13Z
2025-26,2026,Moses Moody,GSW,60,25.7,12.1,3.3,1.6,1.0,0.6,0.44,0.401,0.77,moses_moody,2026-04-07T17:04:13Z
2025-26,2026,Mouhamed Gueye,ATL,75,15.3,4.5,3.6,0.9,0.8,0.5,0.452,0.304,0.645,mouhamed_gueye,2026-04-07T17:04:13Z
2025-26,2026,Moussa Diabaté,CHA,70,25.9,8.0,8.8,1.9,0.8,1.0,0.632,0.5,0.663,moussa_diabate,2026-04-07T17:04:13Z
2025-26,2026,Myles Turner,MIL,70,26.9,11.9,5.3,1.4,0.7,1.6,0.438,0.385,0.744,myles_turner,2026-04-07T17:04:13Z
2025-26,2026,Nae'Qwan Tomlin,CLE,62,15.3,5.5,2.8,0.8,0.6,0.5,0.473,0.215,0.754,naeqwan_tomlin,2026-04-07T17:04:13Z
2025-26,2026,Naji Marshall,DAL,73,29.6,15.4,4.7,3.3,1.1,0.1,0.513,0.292,0.76,naji_marshall,2026-04-07T17:04:13Z
2025-26,2026,Nate Williams,GSW,12,16.0,7.2,2.0,0.8,0.4,0.0,0.485,0.429,0.846,nate_williams,2026-04-07T17:04:13Z
2025-26,2026,Naz Reid,MIN,75,26.1,13.5,6.3,2.2,0.9,1.0,0.452,0.361,0.733,naz_reid,2026-04-07T17:04:13Z
2025-26,2026,Neemias Queta,BOS,73,25.5,10.2,8.4,1.6,0.8,1.3,0.648,0.0,0.699,neemias_queta,2026-04-07T17:04:13Z
2025-26,2026,Nic Claxton,BKN,69,27.8,11.7,6.9,3.7,0.7,1.1,0.571,0.158,0.616,nic_claxton,2026-04-07T17:04:13Z
2025-26,2026,Nickeil Alexander-Walker,ATL,76,33.3,20.8,3.5,3.7,1.3,0.5,0.457,0.399,0.902,nickeil_alexanderwalker,2026-04-07T17:04:13Z
2025-26,2026,Nicolas Batum,LAC,71,17.8,4.0,2.5,0.9,0.7,0.3,0.398,0.398,0.818,nicolas_batum,2026-04-07T17:04:13Z
2025-26,2026,Nikola Jokić,DEN,63,35.2,28.0,12.9,10.9,1.4,0.8,0.568,0.38,0.829,nikola_jokic,2026-04-07T17:04:13Z
2025-26,2026,Nikola Jović,MIA,47,17.2,7.3,3.3,2.2,0.6,0.4,0.366,0.269,0.683,nikola_jovic,2026-04-07T17:04:13Z
2025-26,2026,Nikola Vučević,BOS,61,28.7,15.4,8.5,3.3,0.6,0.7,0.495,0.37,0.835,nikola_vucevic,2026-04-07T17:04:13Z
2025-26,2026,Nique Clifford,SAC,72,24.6,8.2,3.7,2.3,0.9,0.3,0.414,0.336,0.688,nique_clifford,2026-04-07T17:04:13Z
2025-26,2026,Noah Clowney,BKN,66,27.0,12.3,4.1,1.6,0.8,0.7,0.396,0.329,0.804,noah_clowney,2026-04-07T17:04:13Z
2025-26,2026,Nolan Traore,BKN,54,22.6,8.9,1.7,3.9,0.8,0.4,0.378,0.324,0.78,nolan_traore,2026-04-07T17:04:13Z
2025-26,2026,Norman Powell,MIA,55,30.1,22.1,3.6,2.6,1.1,0.3,0.473,0.384,0.825,norman_powell,2026-04-07T17:04:13Z
2025-26,2026,OG Anunoby,NYK,65,33.4,17.0,5.3,2.2,1.6,0.7,0.486,0.388,0.826,og_anunoby,2026-04-07T17:04:13Z
2025-26,2026,Obi Toppin,IND,20,17.3,10.6,4.3,2.3,0.6,0.1,0.493,0.329,0.892,obi_toppin,2026-04-07T17:04:13Z
2025-26,2026,Ochai Agbaji,BKN,62,15.7,5.1,2.3,0.8,0.4,0.3,0.436,0.266,0.837,ochai_agbaji,2026-04-07T17:04:13Z
2025-26,2026,Olivier-Maxence Prosper,MEM,53,18.6,10.0,3.5,1.0,0.8,0.2,0.549,0.405,0.754,oliviermaxence_prosper,2026-04-07T17:04:13Z
2025-26,2026,Onyeka Okongwu,ATL,72,31.1,15.3,7.7,3.2,1.1,1.1,0.479,0.377,0.758,onyeka_okongwu,2026-04-07T17:04:13Z
2025-26,2026,Oscar Tshiebwe,UTA,24,15.3,6.4,5.5,1.1,0.5,0.1,0.626,0.0,0.541,oscar_tshiebwe,2026-04-07T17:04:13Z
2025-26,2026,Oso Ighodaro,PHX,78,22.3,6.5,5.1,2.3,0.9,0.7,0.654,0.0,0.451,oso_ighodaro,2026-04-07T17:04:13Z
2025-26,2026,Ousmane Dieng,MIL,53,18.2,7.2,2.9,2.1,0.4,0.3,0.424,0.364,0.722,ousmane_dieng,2026-04-07T17:04:13Z
2025-26,2026,P.J. Washington,DAL,56,31.0,14.2,7.0,1.8,1.0,1.1,0.45,0.325,0.687,pj_washington,2026-04-07T17:04:13Z
2025-26,2026,Paolo Banchero,ORL,69,34.9,22.3,8.4,5.1,0.7,0.6,0.459,0.309,0.778,paolo_banchero,2026-04-07T17:04:13Z
2025-26,2026,Pascal Siakam,IND,62,33.2,24.0,6.6,3.8,1.1,0.4,0.484,0.358,0.693,pascal_siakam,2026-04-07T17:04:13Z
2025-26,2026,Pat Spencer,GSW,62,18.0,7.1,2.4,3.5,0.7,0.1,0.433,0.36,0.782,pat_spencer,2026-04-07T17:04:13Z
2025-26,2026,Patrick Williams,CHI,68,19.7,6.6,2.8,1.3,0.6,0.3,0.369,0.34,0.682,patrick_williams,2026-04-07T17:04:13Z
2025-26,2026,Paul George,PHI,34,31.1,17.7,5.4,3.8,1.8,0.5,0.438,0.405,0.827,paul_george,2026-04-07T17:04:13Z
2025-26,2026,Payton Pritchard,BOS,76,32.4,17.0,4.0,5.1,0.8,0.1,0.462,0.372,0.888,payton_pritchard,2026-04-07T17:04:13Z
2025-26,2026,Pelle Larsson,MIA,67,26.3,11.3,3.5,3.4,0.7,0.2,0.5,0.322,0.792,pelle_larsson,2026-04-07T17:04:13Z
2025-26,2026,Pete Nance,MIL,45,15.4,5.5,2.7,0.9,0.3,0.3,0.533,0.438,0.333,pete_nance,2026-04-07T17:04:13Z
2025-26,2026,Peyton Watson,DEN,54,29.6,14.6,4.9,2.1,0.9,1.1,0.491,0.411,0.73,peyton_watson,2026-04-07T17:04:13Z
2025-26,2026,Precious Achiuwa,SAC,70,23.6,9.9,6.7,1.3,0.9,0.7,0.538,0.307,0.548,precious_achiuwa,2026-04-07T17:04:13Z
2025-26,2026,Quentin Grimes,PHI,72,29.7,13.4,3.7,3.3,0.9,0.4,0.451,0.331,0.837,quentin_grimes,2026-04-07T17:04:13Z
2025-26,2026,Quenton Jackson,IND,45,17.5,8.7,2.3,2.6,0.6,0.1,0.479,0.375,0.814,quenton_jackson,2026-04-07T17:04:13Z
2025-26,2026,Quinten Post,GSW,67,17.3,7.7,4.0,1.4,0.4,0.5,0.44,0.336,0.791,quinten_post,2026-04-07T17:04:13Z
2025-26,2026,RJ Barrett,TOR,54,30.2,19.1,5.2,3.4,0.7,0.3,0.492,0.344,0.712,rj_barrett,2026-04-07T17:04:13Z
2025-26,2026,Rayan Rupert,MEM,62,16.0,4.8,2.6,1.0,0.8,0.1,0.396,0.342,0.76,rayan_rupert,2026-04-07T17:04:13Z
2025-26,2026,Reed Sheppard,HOU,78,26.5,13.6,2.9,3.4,1.5,0.7,0.431,0.397,0.81,reed_sheppard,2026-04-07T17:04:13Z
2025-26,2026,Robert Williams III,POR,56,17.1,6.7,6.9,1.0,0.6,1.5,0.712,0.333,0.608,robert_williams,2026-04-07T17:04:13Z
2025-26,2026,Ronald Holland II,DET,75,19.8,8.1,4.0,1.2,1.2,0.3,0.43,0.232,0.801,ronald_holland,2026-04-07T17:04:13Z
2025-26,2026,Royce O'Neale,PHX,75,28.7,9.8,4.8,2.7,1.1,0.4,0.419,0.408,0.722,royce_oneale,2026-04-07T17:04:13Z
2025-26,2026,Rudy Gobert,MIN,75,31.3,11.0,11.5,1.7,0.8,1.6,0.685,0.0,0.525,rudy_gobert,2026-04-07T17:04:13Z
2025-26,2026,Rui Hachimura,LAL,64,28.3,11.2,3.2,0.8,0.5,0.3,0.51,0.434,0.733,rui_hachimura,2026-04-07T17:04:13Z
2025-26,2026,Russell Westbrook,SAC,64,28.9,15.2,5.4,6.7,1.3,0.2,0.427,0.338,0.694,russell_westbrook,2026-04-07T17:04:13Z
2025-26,2026,Ryan Dunn,PHX,66,19.3,5.8,4.2,1.4,0.9,0.4,0.452,0.335,0.476,ryan_dunn,2026-04-07T17:04:13Z
2025-26,2026,Ryan Kalkbrenner,CHA,66,21.5,7.6,5.5,0.8,0.5,1.5,0.746,0.0,0.708,ryan_kalkbrenner,2026-04-07T17:04:13Z
2025-26,2026,Ryan Nembhard,DAL,56,18.7,6.2,2.0,4.9,0.4,0.0,0.409,0.365,0.769,ryan_nembhard,2026-04-07T17:04:13Z
2025-26,2026,Ryan Rollins,MIL,73,32.1,17.2,4.6,5.6,1.5,0.4,0.473,0.409,0.788,ryan_rollins,2026-04-07T17:04:13Z
2025-26,2026,Saddiq Bey,NOP,72,31.2,17.7,5.6,2.5,0.9,0.1,0.451,0.367,0.841,saddiq_bey,2026-04-07T17:04:13Z
2025-26,2026,Sam Hauser,BOS,75,24.8,9.1,3.8,1.4,0.5,0.3,0.418,0.389,0.85,sam_hauser,2026-04-07T17:04:13Z
2025-26,2026,Sam Merrill,CLE,51,26.5,12.9,2.6,2.4,0.6,0.1,0.459,0.419,0.855,sam_merrill,2026-04-07T17:04:13Z
2025-26,2026,Sandro Mamukelashvili,TOR,76,21.9,11.2,4.9,1.9,0.8,0.5,0.523,0.386,0.753,sandro_mamukelashvili,2026-04-07T17:04:13Z
2025-26,2026,Santi Aldama,MEM,43,27.9,14.0,6.7,2.9,0.9,0.7,0.479,0.35,0.667,santi_aldama,2026-04-07T17:04:13Z
2025-26,2026,Scoot Henderson,POR,27,24.1,14.2,2.7,3.8,0.7,0.3,0.418,0.357,0.839,scoot_henderson,2026-04-07T17:04:13Z
2025-26,2026,Scottie Barnes,TOR,76,33.7,18.1,7.5,5.9,1.5,1.5,0.502,0.292,0.813,scottie_barnes,2026-04-07T17:04:13Z
2025-26,2026,Scotty Pippen Jr.,MEM,10,21.2,11.4,2.2,4.7,1.9,0.4,0.448,0.313,0.783,scotty_pippen,2026-04-07T17:04:13Z
2025-26,2026,Shaedon Sharpe,POR,48,30.0,21.4,4.4,2.6,1.4,0.1,0.456,0.34,0.784,shaedon_sharpe,2026-04-07T17:04:13Z
2025-26,2026,Shai Gilgeous-Alexander,OKC,66,33.3,31.4,4.4,6.5,1.4,0.8,0.552,0.383,0.88,shai_gilgeousalexander,2026-04-07T17:04:13Z
2025-26,2026,Sharife Cooper,WAS,37,16.5,7.5,2.2,2.8,0.3,0.1,0.488,0.354,0.818,sharife_cooper,2026-04-07T17:04:13Z
2025-26,2026,Sidy Cissoko,POR,72,19.7,5.3,2.3,1.5,0.7,0.3,0.398,0.299,0.651,sidy_cissoko,2026-04-07T17:04:13Z
2025-26,2026,Simone Fontecchio,MIA,69,16.6,8.3,3.0,1.4,0.5,0.1,0.403,0.366,0.84,simone_fontecchio,2026-04-07T17:04:13Z
2025-26,2026,Sion James,CHA,79,22.6,5.4,3.5,2.0,0.6,0.3,0.377,0.362,0.845,sion_james,2026-04-07T17:04:13Z
2025-26,2026,Spencer Jones,DEN,64,22.1,5.5,3.3,0.8,0.8,0.5,0.504,0.396,0.608,spencer_jones,2026-04-07T17:04:13Z
2025-26,2026,Stephen Curry,GSW,40,31.2,27.3,3.5,4.8,1.1,0.4,0.469,0.393,0.928,stephen_curry,2026-04-07T17:04:13Z
2025-26,2026,Stephon Castle,SAS,67,30.0,16.8,5.2,7.4,1.1,0.3,0.473,0.328,0.737,stephon_castle,2026-04-07T17:04:13Z
2025-26,2026,Steven Adams,HOU,32,22.8,5.8,8.6,1.5,0.7,0.6,0.504,0.0,0.58,steven_adams,2026-04-07T17:04:13Z
2025-26,2026,Svi Mykhailiuk,UTA,50,23.1,9.4,2.5,1.9,0.5,0.1,0.478,0.408,0.893,svi_mykhailiuk,2026-04-07T17:04:13Z
2025-26,2026,T.J. McConnell,IND,56,17.2,9.4,2.2,5.1,1.0,0.2,0.538,0.32,0.862,tj_mcconnell,2026-04-07T17:04:13Z
